locus_tag	ftype	length_bp	gene	EC_number	COG	product
EPBGNNHA_02594	gene	315				
EPBGNNHA_02594	CDS	315				hypothetical protein
EPBGNNHA_02595	gene	261				
EPBGNNHA_02595	CDS	261				hypothetical protein
EPBGNNHA_02596	gene	315	glpE			
EPBGNNHA_02596	CDS	315	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
EPBGNNHA_02597	gene	1656	cdr_2			
EPBGNNHA_02597	CDS	1656	cdr_2	1.8.1.14		Coenzyme A disulfide reductase
EPBGNNHA_02598	gene	1851	helD_2			
EPBGNNHA_02598	CDS	1851	helD_2	3.6.4.12	COG3973	DNA helicase IV
EPBGNNHA_02599	gene	288				
EPBGNNHA_02599	CDS	288				hypothetical protein
EPBGNNHA_02600	gene	348				
EPBGNNHA_02600	CDS	348				hypothetical protein
EPBGNNHA_02601	gene	1305	pgaC			
EPBGNNHA_02601	CDS	1305	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
EPBGNNHA_02602	gene	858				
EPBGNNHA_02602	CDS	858				hypothetical protein
EPBGNNHA_02603	gene	321				
EPBGNNHA_02603	CDS	321				hypothetical protein
EPBGNNHA_02604	gene	396	dhaM-2			
EPBGNNHA_02604	CDS	396	dhaM-2	2.7.1.121	COG3412	PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM
EPBGNNHA_02605	gene	984	dhaK			
EPBGNNHA_02605	CDS	984	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
EPBGNNHA_02606	gene	606	dhaL			
EPBGNNHA_02606	CDS	606	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
EPBGNNHA_02607	gene	666				
EPBGNNHA_02607	CDS	666				hypothetical protein
EPBGNNHA_02608	gene	660	anr			
EPBGNNHA_02608	CDS	660	anr			Transcriptional activator protein Anr
EPBGNNHA_02609	gene	1611				
EPBGNNHA_02609	CDS	1611			COG3559	Multidrug efflux system permease protein
EPBGNNHA_02610	gene	621				
EPBGNNHA_02610	CDS	621		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
EPBGNNHA_02611	gene	954				
EPBGNNHA_02611	CDS	954			COG2826	IS30 family transposase IS1252
EPBGNNHA_02612	gene	249	artM_3			
EPBGNNHA_02612	CDS	249	artM_3		COG1126	Arginine transport ATP-binding protein ArtM
EPBGNNHA_02613	gene	600				
EPBGNNHA_02613	CDS	600				hypothetical protein
EPBGNNHA_02614	gene	1302				
EPBGNNHA_02614	CDS	1302				hypothetical protein
EPBGNNHA_02615	gene	1257	tyrS1			
EPBGNNHA_02615	CDS	1257	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
EPBGNNHA_02616	gene	1878				
EPBGNNHA_02616	CDS	1878				hypothetical protein
EPBGNNHA_02617	gene	1422	gadC_2			
EPBGNNHA_02617	CDS	1422	gadC_2		COG0531	putative glutamate/gamma-aminobutyrate antiporter
EPBGNNHA_02618	gene	816	nhaC_2			
EPBGNNHA_02618	CDS	816	nhaC_2		COG1757	Na(+)/H(+) antiporter NhaC
EPBGNNHA_02619	gene	516	nhaC_3			
EPBGNNHA_02619	CDS	516	nhaC_3		COG1757	Na(+)/H(+) antiporter NhaC
EPBGNNHA_02620	gene	1020	ccpA_2			
EPBGNNHA_02620	CDS	1020	ccpA_2		COG1609	Catabolite control protein A
EPBGNNHA_02621	gene	1008	mro_1			
EPBGNNHA_02621	CDS	1008	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
EPBGNNHA_02622	gene	666	pgmB			
EPBGNNHA_02622	CDS	666	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
EPBGNNHA_02623	gene	2295	malP			
EPBGNNHA_02623	CDS	2295	malP	2.4.1.8		Maltose phosphorylase
EPBGNNHA_02624	gene	2166	ptsG_3			
EPBGNNHA_02624	CDS	2166	ptsG_3	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
EPBGNNHA_02625	gene	834	mapP			
EPBGNNHA_02625	CDS	834	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
EPBGNNHA_02626	gene	1662				
EPBGNNHA_02626	CDS	1662				hypothetical protein
EPBGNNHA_02627	gene	1320				
EPBGNNHA_02627	CDS	1320				IS1380 family transposase IS1678
EPBGNNHA_02628	gene	969				
EPBGNNHA_02628	CDS	969				hypothetical protein
EPBGNNHA_02629	gene	444	yiaC			
EPBGNNHA_02629	CDS	444	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
EPBGNNHA_02630	gene	531	padC			
EPBGNNHA_02630	CDS	531	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
EPBGNNHA_02631	gene	552				
EPBGNNHA_02631	CDS	552				hypothetical protein
EPBGNNHA_02632	gene	474				
EPBGNNHA_02632	CDS	474				hypothetical protein
EPBGNNHA_02633	gene	1473	emrB			
EPBGNNHA_02633	CDS	1473	emrB			Multidrug export protein EmrB
EPBGNNHA_02634	gene	666				
EPBGNNHA_02634	CDS	666				hypothetical protein
EPBGNNHA_02635	gene	285				
EPBGNNHA_02635	CDS	285				hypothetical protein
EPBGNNHA_02636	gene	420				
EPBGNNHA_02636	CDS	420				hypothetical protein
EPBGNNHA_02637	gene	585	vdcB			
EPBGNNHA_02637	CDS	585	vdcB	2.5.1.129		putative UbiX-like flavin prenyltransferase
EPBGNNHA_02638	gene	1476	lpdC			
EPBGNNHA_02638	CDS	1476	lpdC	4.1.1.59	COG0043	Gallate decarboxylase
EPBGNNHA_02639	gene	312				
EPBGNNHA_02639	CDS	312				hypothetical protein
EPBGNNHA_02640	gene	2337	btuD_4			
EPBGNNHA_02640	CDS	2337	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EPBGNNHA_02641	gene	669	hssR			
EPBGNNHA_02641	CDS	669	hssR			Heme response regulator HssR
EPBGNNHA_02642	gene	1044	sasA_3			
EPBGNNHA_02642	CDS	1044	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
EPBGNNHA_02643	gene	882	gltC_2			
EPBGNNHA_02643	CDS	882	gltC_2			HTH-type transcriptional regulator GltC
EPBGNNHA_02644	gene	729	ydfK			
EPBGNNHA_02644	CDS	729	ydfK		COG1811	putative membrane protein YdfK
EPBGNNHA_02645	gene	318				
EPBGNNHA_02645	CDS	318				hypothetical protein
EPBGNNHA_02646	gene	609				
EPBGNNHA_02646	CDS	609				hypothetical protein
EPBGNNHA_02647	gene	831				
EPBGNNHA_02647	CDS	831				hypothetical protein
EPBGNNHA_02648	gene	489				
EPBGNNHA_02648	CDS	489				hypothetical protein
EPBGNNHA_02649	gene	873				
EPBGNNHA_02649	CDS	873				hypothetical protein
EPBGNNHA_02650	gene	363				
EPBGNNHA_02650	CDS	363				hypothetical protein
EPBGNNHA_02651	gene	753	bceA_2			
EPBGNNHA_02651	CDS	753	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
EPBGNNHA_02652	gene	1803	bceB_2			
EPBGNNHA_02652	CDS	1803	bceB_2		COG0577	Bacitracin export permease protein BceB
EPBGNNHA_02653	gene	1041	mro_2			
EPBGNNHA_02653	CDS	1041	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
EPBGNNHA_02654	gene	2145				
EPBGNNHA_02654	CDS	2145				hypothetical protein
EPBGNNHA_02655	gene	1374	bglF_3			
EPBGNNHA_02655	CDS	1374	bglF_3		COG1263	PTS system beta-glucoside-specific EIIBCA component
EPBGNNHA_02656	gene	396	rbsD			
EPBGNNHA_02656	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
EPBGNNHA_02657	gene	918	rbsK			
EPBGNNHA_02657	CDS	918	rbsK	2.7.1.15		Ribokinase
EPBGNNHA_02658	gene	1014	degA_3			
EPBGNNHA_02658	CDS	1014	degA_3		COG1609	HTH-type transcriptional regulator DegA
EPBGNNHA_02659	gene	600	yecD			
EPBGNNHA_02659	CDS	600	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
EPBGNNHA_02660	gene	702				
EPBGNNHA_02660	CDS	702			COG1136	putative ABC transporter ATP-binding protein
EPBGNNHA_02661	gene	2712				
EPBGNNHA_02661	CDS	2712				hypothetical protein
EPBGNNHA_02662	gene	1629	treA			
EPBGNNHA_02662	CDS	1629	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
EPBGNNHA_02663	gene	1182				
EPBGNNHA_02663	CDS	1182				hypothetical protein
EPBGNNHA_02664	gene	1530				
EPBGNNHA_02664	CDS	1530				hypothetical protein
EPBGNNHA_02665	gene	729	agrA			
EPBGNNHA_02665	CDS	729	agrA		COG3279	Accessory gene regulator protein A
EPBGNNHA_02666	gene	1281				
EPBGNNHA_02666	CDS	1281				hypothetical protein
EPBGNNHA_02667	gene	111				
EPBGNNHA_02667	CDS	111				hypothetical protein
EPBGNNHA_02668	gene	603	agrB			
EPBGNNHA_02668	CDS	603	agrB	3.4.-.-	COG4512	Accessory gene regulator protein B
EPBGNNHA_02669	gene	207				
EPBGNNHA_02669	CDS	207				hypothetical protein
EPBGNNHA_02670	gene	708				
EPBGNNHA_02670	CDS	708		2.7.1.113	COG1428	Deoxyguanosine kinase
EPBGNNHA_02671	gene	684				
EPBGNNHA_02671	CDS	684				hypothetical protein
EPBGNNHA_02672	gene	2187	yjcD			
EPBGNNHA_02672	CDS	2187	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
EPBGNNHA_02673	gene	411	spxA_4			
EPBGNNHA_02673	CDS	411	spxA_4		COG1393	Regulatory protein Spx
EPBGNNHA_02674	gene	357	spxA_5			
EPBGNNHA_02674	CDS	357	spxA_5		COG1393	Regulatory protein Spx
EPBGNNHA_02675	gene	1558				
EPBGNNHA_02675	rRNA	1558				16S ribosomal RNA
EPBGNNHA_02676	gene	2911				
EPBGNNHA_02676	rRNA	2911				23S ribosomal RNA
EPBGNNHA_02677	gene	111				
EPBGNNHA_02677	rRNA	111				5S ribosomal RNA
EPBGNNHA_02678	gene	471	bsaA			
EPBGNNHA_02678	CDS	471	bsaA			Glutathione peroxidase BsaA
EPBGNNHA_02679	gene	459	luxS			
EPBGNNHA_02679	CDS	459	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
EPBGNNHA_02680	gene	1146	metB			
EPBGNNHA_02680	CDS	1146	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
EPBGNNHA_02681	gene	918	cysM			
EPBGNNHA_02681	CDS	918	cysM	2.5.1.47	COG0031	Cysteine synthase
EPBGNNHA_02682	gene	564	efp			
EPBGNNHA_02682	CDS	564	efp			Elongation factor P
EPBGNNHA_02683	gene	1260	lysA			
EPBGNNHA_02683	CDS	1260	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
EPBGNNHA_02684	gene	801	dapF			
EPBGNNHA_02684	CDS	801	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
EPBGNNHA_02685	gene	882	dapA			
EPBGNNHA_02685	CDS	882	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
EPBGNNHA_02686	gene	717	dapB			
EPBGNNHA_02686	CDS	717	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
EPBGNNHA_02687	gene	696	dapH_2			
EPBGNNHA_02687	CDS	696	dapH_2	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EPBGNNHA_02688	gene	1002	asd			
EPBGNNHA_02688	CDS	1002	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
EPBGNNHA_02689	gene	1362	yclM			
EPBGNNHA_02689	CDS	1362	yclM	2.7.2.4	COG0527	Aspartokinase 3
EPBGNNHA_02690	gene	1152	scmP			
EPBGNNHA_02690	CDS	1152	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
EPBGNNHA_02691	gene	1170	dapX			
EPBGNNHA_02691	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
EPBGNNHA_02692	gene	1380	npr_2			
EPBGNNHA_02692	CDS	1380	npr_2	1.11.1.1	COG0446	NADH peroxidase
EPBGNNHA_02693	gene	153				
EPBGNNHA_02693	CDS	153				hypothetical protein
EPBGNNHA_02694	gene	702				
EPBGNNHA_02694	CDS	702				IS3 family transposase ISEfa10
EPBGNNHA_02695	gene	669				
EPBGNNHA_02695	CDS	669				hypothetical protein
EPBGNNHA_02696	gene	321				
EPBGNNHA_02696	CDS	321				hypothetical protein
EPBGNNHA_02697	gene	1383	umuC_1			
EPBGNNHA_02697	CDS	1383	umuC_1		COG0389	Protein UmuC
EPBGNNHA_02698	gene	1188	galK_2			
EPBGNNHA_02698	CDS	1188	galK_2	2.7.1.6	COG0153	Galactokinase
EPBGNNHA_02699	gene	1032	galM			
EPBGNNHA_02699	CDS	1032	galM	5.1.3.3	COG2017	Aldose 1-epimerase
EPBGNNHA_02700	gene	1467	lacS			
EPBGNNHA_02700	CDS	1467	lacS		COG2190	Lactose permease
EPBGNNHA_02701	gene	906	rhaS_2			
EPBGNNHA_02701	CDS	906	rhaS_2			HTH-type transcriptional activator RhaS
EPBGNNHA_02702	gene	678	kefG			
EPBGNNHA_02702	CDS	678	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
EPBGNNHA_02703	gene	171				
EPBGNNHA_02703	CDS	171				hypothetical protein
EPBGNNHA_02704	gene	897				
EPBGNNHA_02704	CDS	897				hypothetical protein
EPBGNNHA_02705	gene	1371	yifK			
EPBGNNHA_02705	CDS	1371	yifK		COG1113	putative transport protein YifK
EPBGNNHA_02706	gene	747	scaC_2			
EPBGNNHA_02706	CDS	747	scaC_2	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
EPBGNNHA_02707	gene	840	mntB_2			
EPBGNNHA_02707	CDS	840	mntB_2			Manganese transport system membrane protein MntB
EPBGNNHA_02708	gene	951	ssaB_2			
EPBGNNHA_02708	CDS	951	ssaB_2		COG0803	Manganese ABC transporter substrate-binding lipoprotein
EPBGNNHA_02709	gene	753				
EPBGNNHA_02709	CDS	753				hypothetical protein
EPBGNNHA_02710	gene	1152	queG			
EPBGNNHA_02710	CDS	1152	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
EPBGNNHA_02711	gene	609				
EPBGNNHA_02711	CDS	609				hypothetical protein
EPBGNNHA_02712	gene	1638	pckA			
EPBGNNHA_02712	CDS	1638	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
EPBGNNHA_02713	gene	1113	thiO			
EPBGNNHA_02713	CDS	1113	thiO	1.4.3.19	COG0665	Glycine oxidase
EPBGNNHA_02714	gene	1374	ribZ_2			
EPBGNNHA_02714	CDS	1374	ribZ_2			Riboflavin transporter RibZ
EPBGNNHA_02715	gene	618				
EPBGNNHA_02715	CDS	618				hypothetical protein
EPBGNNHA_02716	gene	456	argR_3			
EPBGNNHA_02716	CDS	456	argR_3			Arginine repressor
EPBGNNHA_02717	gene	1503	algC			
EPBGNNHA_02717	CDS	1503	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
EPBGNNHA_02718	gene	207				
EPBGNNHA_02718	CDS	207				hypothetical protein
EPBGNNHA_02719	gene	402	ohrB_1			
EPBGNNHA_02719	CDS	402	ohrB_1		COG1764	Organic hydroperoxide resistance protein OhrB
EPBGNNHA_02720	gene	1332	rclA			
EPBGNNHA_02720	CDS	1332	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
EPBGNNHA_02721	gene	627				
EPBGNNHA_02721	CDS	627				hypothetical protein
EPBGNNHA_02722	gene	582	acuR			
EPBGNNHA_02722	CDS	582	acuR			Transcriptional regulator AcuR
EPBGNNHA_02723	gene	1296				
EPBGNNHA_02723	CDS	1296				ISL3 family transposase ISEfa5
EPBGNNHA_02724	gene	1308				
EPBGNNHA_02724	CDS	1308				ISL3 family transposase IS1251
EPBGNNHA_02725	gene	255				
EPBGNNHA_02725	CDS	255				hypothetical protein
EPBGNNHA_02726	gene	318				
EPBGNNHA_02726	CDS	318				hypothetical protein
EPBGNNHA_02727	gene	681				
EPBGNNHA_02727	CDS	681				IS6 family transposase IS1216E
EPBGNNHA_02728	gene	330				
EPBGNNHA_02728	CDS	330				hypothetical protein
EPBGNNHA_02729	gene	288				
EPBGNNHA_02729	CDS	288				hypothetical protein
EPBGNNHA_02730	gene	858	soj_2			
EPBGNNHA_02730	CDS	858	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
EPBGNNHA_02731	gene	549				
EPBGNNHA_02731	CDS	549				hypothetical protein
EPBGNNHA_02732	gene	1428				
EPBGNNHA_02732	CDS	1428				IS1182 family transposase ISEfa12
EPBGNNHA_02733	gene	360				
EPBGNNHA_02733	CDS	360				IS6 family transposase IS1297
EPBGNNHA_02734	gene	321				
EPBGNNHA_02734	CDS	321				IS6 family transposase IS1216V
EPBGNNHA_02735	gene	606				
EPBGNNHA_02735	CDS	606				hypothetical protein
EPBGNNHA_02736	gene	1425				
EPBGNNHA_02736	CDS	1425				hypothetical protein
EPBGNNHA_02737	gene	405				
EPBGNNHA_02737	CDS	405				hypothetical protein
EPBGNNHA_02738	gene	1149				
EPBGNNHA_02738	CDS	1149				IS200/IS605 family transposase ISEfa4
EPBGNNHA_02739	gene	825				
EPBGNNHA_02739	CDS	825				hypothetical protein
EPBGNNHA_02740	gene	417				
EPBGNNHA_02740	CDS	417				hypothetical protein
EPBGNNHA_02741	gene	471	manX_6			
EPBGNNHA_02741	CDS	471	manX_6	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EPBGNNHA_02742	gene	774	sorA_3			
EPBGNNHA_02742	CDS	774	sorA_3		COG3715	PTS system sorbose-specific EIIC component
EPBGNNHA_02743	gene	813	manZ_7			
EPBGNNHA_02743	CDS	813	manZ_7		COG3716	PTS system mannose-specific EIID component
EPBGNNHA_02744	gene	966	frlB_2			
EPBGNNHA_02744	CDS	966	frlB_2	3.5.-.-	COG2222	Fructosamine deglycase FrlB
EPBGNNHA_02745	gene	2724	norR_2			
EPBGNNHA_02745	CDS	2724	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
EPBGNNHA_02746	gene	633	hxpB			
EPBGNNHA_02746	CDS	633	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
EPBGNNHA_02747	gene	828				
EPBGNNHA_02747	CDS	828				hypothetical protein
EPBGNNHA_02748	gene	681				
EPBGNNHA_02748	CDS	681				IS6 family transposase IS1216E
EPBGNNHA_02749	gene	699	fadR			
EPBGNNHA_02749	CDS	699	fadR			Fatty acid metabolism regulator protein
EPBGNNHA_02750	gene	735	yurK			
EPBGNNHA_02750	CDS	735	yurK		COG2188	putative HTH-type transcriptional regulator YurK
EPBGNNHA_02751	gene	1014	frlB_3			
EPBGNNHA_02751	CDS	1014	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
EPBGNNHA_02752	gene	411	manX_7			
EPBGNNHA_02752	CDS	411	manX_7	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EPBGNNHA_02753	gene	468				
EPBGNNHA_02753	CDS	468		2.7.1.-		putative phosphotransferase enzyme IIB component
EPBGNNHA_02754	gene	747	sorA_4			
EPBGNNHA_02754	CDS	747	sorA_4		COG3715	PTS system sorbose-specific EIIC component
EPBGNNHA_02755	gene	810	manZ_8			
EPBGNNHA_02755	CDS	810	manZ_8		COG3716	PTS system mannose-specific EIID component
EPBGNNHA_02756	gene	681				
EPBGNNHA_02756	CDS	681				IS6 family transposase IS1216E
EPBGNNHA_02757	gene	1845	bglF_4			
EPBGNNHA_02757	CDS	1845	bglF_4		COG1263	PTS system beta-glucoside-specific EIIBCA component
EPBGNNHA_02758	gene	1467	bglH_3			
EPBGNNHA_02758	CDS	1467	bglH_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
EPBGNNHA_02759	gene	843	licT_4			
EPBGNNHA_02759	CDS	843	licT_4		COG3711	Transcription antiterminator LicT
EPBGNNHA_02760	gene	1296				
EPBGNNHA_02760	CDS	1296				ISL3 family transposase IS1251
EPBGNNHA_02761	gene	1431	bglF_5			
EPBGNNHA_02761	CDS	1431	bglF_5		COG1263	PTS system beta-glucoside-specific EIIBCA component
EPBGNNHA_02762	gene	672				
EPBGNNHA_02762	CDS	672			COG2826	IS30 family transposase IS1062
EPBGNNHA_02763	gene	960				
EPBGNNHA_02763	CDS	960			COG2826	IS30 family transposase IS6770
EPBGNNHA_02764	gene	879				
EPBGNNHA_02764	CDS	879				hypothetical protein
EPBGNNHA_02765	gene	297				
EPBGNNHA_02765	CDS	297				hypothetical protein
EPBGNNHA_02766	gene	1179				
EPBGNNHA_02766	CDS	1179				IS256 family transposase ISEf1
EPBGNNHA_02767	gene	612				
EPBGNNHA_02767	CDS	612			COG2826	IS30 family transposase IS6770
EPBGNNHA_02768	gene	1179				
EPBGNNHA_02768	CDS	1179				IS256 family transposase ISEf1
EPBGNNHA_02769	gene	249				
EPBGNNHA_02769	CDS	249				hypothetical protein
EPBGNNHA_02770	gene	405	ohrB_2			
EPBGNNHA_02770	CDS	405	ohrB_2		COG1764	Organic hydroperoxide resistance protein OhrB
EPBGNNHA_02771	gene	1044				
EPBGNNHA_02771	CDS	1044				hypothetical protein
EPBGNNHA_02772	gene	564	hsdS			
EPBGNNHA_02772	CDS	564	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
EPBGNNHA_02773	gene	510				
EPBGNNHA_02773	CDS	510				hypothetical protein
EPBGNNHA_02774	gene	651				
EPBGNNHA_02774	CDS	651				hypothetical protein
EPBGNNHA_02775	gene	954				
EPBGNNHA_02775	CDS	954			COG2826	IS30 family transposase IS1252
EPBGNNHA_02776	gene	300				
EPBGNNHA_02776	CDS	300				hypothetical protein
EPBGNNHA_02777	gene	606				
EPBGNNHA_02777	CDS	606		2.7.7.-	COG2184	Protein adenylyltransferase NmFic
EPBGNNHA_02778	gene	909				
EPBGNNHA_02778	CDS	909				IS982 family transposase ISEfm1
EPBGNNHA_02779	gene	555	xerC_12			
EPBGNNHA_02779	CDS	555	xerC_12			Tyrosine recombinase XerC
EPBGNNHA_02780	gene	405				
EPBGNNHA_02780	CDS	405				hypothetical protein
EPBGNNHA_02781	gene	1149				
EPBGNNHA_02781	CDS	1149				IS200/IS605 family transposase ISEfa4
EPBGNNHA_02782	gene	606				
EPBGNNHA_02782	CDS	606				hypothetical protein
EPBGNNHA_02783	gene	960				
EPBGNNHA_02783	CDS	960			COG2826	IS30 family transposase IS1062
EPBGNNHA_02784	gene	321				
EPBGNNHA_02784	CDS	321				hypothetical protein
EPBGNNHA_02785	gene	837				
EPBGNNHA_02785	CDS	837				IS3 family transposase ISEfa8
EPBGNNHA_02786	gene	291				
EPBGNNHA_02786	CDS	291				IS3 family transposase ISEfa8
EPBGNNHA_02787	gene	543				
EPBGNNHA_02787	CDS	543				hypothetical protein
EPBGNNHA_02788	gene	375	resA			
EPBGNNHA_02788	CDS	375	resA			Thiol-disulfide oxidoreductase ResA
EPBGNNHA_02789	gene	837				
EPBGNNHA_02789	CDS	837				IS3 family transposase ISEfa8
EPBGNNHA_02790	gene	291				
EPBGNNHA_02790	CDS	291				IS3 family transposase ISEfa8
EPBGNNHA_02791	gene	1278				
EPBGNNHA_02791	CDS	1278				hypothetical protein
EPBGNNHA_02792	gene	657				
EPBGNNHA_02792	CDS	657			COG1136	putative ABC transporter ATP-binding protein
EPBGNNHA_02793	gene	1377				
EPBGNNHA_02793	CDS	1377				hypothetical protein
EPBGNNHA_02794	gene	102				
EPBGNNHA_02794	CDS	102				hypothetical protein
EPBGNNHA_02795	gene	195				
EPBGNNHA_02795	CDS	195				hypothetical protein
EPBGNNHA_02796	gene	354				
EPBGNNHA_02796	CDS	354				hypothetical protein
EPBGNNHA_02797	gene	1548				
EPBGNNHA_02797	CDS	1548				IS66 family transposase ISRob1
EPBGNNHA_02798	gene	1296				
EPBGNNHA_02798	CDS	1296				ISL3 family transposase ISEfa5
EPBGNNHA_02799	gene	492				
EPBGNNHA_02799	CDS	492				hypothetical protein
EPBGNNHA_02800	gene	696				
EPBGNNHA_02800	CDS	696				IS1182 family transposase ISEfa7
EPBGNNHA_02801	gene	816	cutD			
EPBGNNHA_02801	CDS	816	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
EPBGNNHA_02802	gene	237				
EPBGNNHA_02802	CDS	237				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
EPBGNNHA_02803	gene	288				
EPBGNNHA_02803	CDS	288				hypothetical protein
EPBGNNHA_02804	gene	786	hisK			
EPBGNNHA_02804	CDS	786	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
EPBGNNHA_02805	gene	1101				
EPBGNNHA_02805	CDS	1101				hypothetical protein
EPBGNNHA_02806	gene	825				
EPBGNNHA_02806	CDS	825				hypothetical protein
EPBGNNHA_02807	gene	816				
EPBGNNHA_02807	CDS	816				hypothetical protein
EPBGNNHA_02808	gene	831				
EPBGNNHA_02808	CDS	831				hypothetical protein
EPBGNNHA_02809	gene	1032	btuD_5			
EPBGNNHA_02809	CDS	1032	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EPBGNNHA_02810	gene	1275				
EPBGNNHA_02810	CDS	1275				ISL3 family transposase IS1476
EPBGNNHA_02811	gene	729				
EPBGNNHA_02811	CDS	729			COG4753	putative response regulatory protein
EPBGNNHA_02812	gene	1575				
EPBGNNHA_02812	CDS	1575				hypothetical protein
EPBGNNHA_02813	gene	939	yteP_3			
EPBGNNHA_02813	CDS	939	yteP_3		COG4209	putative multiple-sugar transport system permease YteP
EPBGNNHA_02814	gene	912	araQ_7			
EPBGNNHA_02814	CDS	912	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
EPBGNNHA_02815	gene	1473				
EPBGNNHA_02815	CDS	1473				hypothetical protein
EPBGNNHA_02816	gene	612				
EPBGNNHA_02816	CDS	612				hypothetical protein
EPBGNNHA_02817	gene	1914				
EPBGNNHA_02817	CDS	1914				hypothetical protein
EPBGNNHA_02818	gene	2982	ebgA			
EPBGNNHA_02818	CDS	2982	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
EPBGNNHA_02819	gene	1662				
EPBGNNHA_02819	CDS	1662				hypothetical protein
EPBGNNHA_02820	gene	933				
EPBGNNHA_02820	CDS	933				hypothetical protein
EPBGNNHA_02821	gene	1614	guaA_2			
EPBGNNHA_02821	CDS	1614	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
EPBGNNHA_02822	gene	1275				
EPBGNNHA_02822	CDS	1275				ISL3 family transposase IS1476
EPBGNNHA_02823	gene	654	qseB			
EPBGNNHA_02823	CDS	654	qseB			Transcriptional regulatory protein QseB
EPBGNNHA_02824	gene	1320				
EPBGNNHA_02824	CDS	1320				hypothetical protein
EPBGNNHA_02825	gene	1179				
EPBGNNHA_02825	CDS	1179				IS256 family transposase ISEf1
EPBGNNHA_02826	gene	261				
EPBGNNHA_02826	CDS	261				hypothetical protein
EPBGNNHA_02827	gene	1149				
EPBGNNHA_02827	CDS	1149				IS200/IS605 family transposase ISEfa4
EPBGNNHA_02828	gene	405				
EPBGNNHA_02828	CDS	405				hypothetical protein
EPBGNNHA_02829	gene	1296				
EPBGNNHA_02829	CDS	1296				ISL3 family transposase ISEfa5
EPBGNNHA_02830	gene	378				
EPBGNNHA_02830	CDS	378				IS256 family transposase ISBsu2
EPBGNNHA_02831	gene	864				
EPBGNNHA_02831	CDS	864				IS256 family transposase ISBsu2
